ticket_id,received_at,marca,canal,customer_id,mensagem
703,2026-01-11T08:56:00,Vai Voando,chat_site,61,"Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid. Aguardo retorno, obrigado!"
704,2026-05-17T17:29:00,BeFly Conecta,whatsapp,311,"Bom dia! Sou da agência Instaviagem, parceira de vocês. Cliente meu pediu Punta del Este Carnaval, 4 noites, 2 adultos. Faz um orçamento por favor? Estou muito chateado, espero solução."
705,2026-03-01T04:48:00,BeFly Travel,whatsapp,480,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k."
706,2026-06-17T02:48:00,BeFly Conecta,whatsapp,201,"Olá! Queria fazer uma viagem solo pra Chile pra esquiar em julho, primeira vez fora do Brasil. Tô meio perdido, vocês ajudam com seguro, hospedagem, transfer? Budget ~12k. Já mandei essa mensagem 2 vezes, ninguém respondeu."
707,2026-04-27T18:44:00,Queensberry,email,124,"Oi, sou agente de uma franquia BeFly Travel em POA. Pode me ajudar com a comissão sobre o booking BF55-2026?"
708,2026-01-05T16:44:00,BeFly Travel,presencial,333,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard."
709,2026-05-04T03:39:00,BeFly Conecta,email,499,"Quero cancelar a viagem que comprei semana passada pra Salvador. Mudaram o feriado da empresa. Preciso de reembolso integral, é dentro do prazo de 7 dias."
710,2026-03-01T00:27:00,BeFly,email,423,"Voo BF5500 hoje cedo: o piloto fez pouso de emergência em Brasília. Estamos sentados há 3h no aeroporto sem informação. Por favor avisem nossas famílias e nos digam o que fazer. Estou muito chateado, espero solução."
711,2026-03-05T05:08:00,Vai Voando,whatsapp,414,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo."
712,2026-02-01T01:42:00,Flytour,chat_site,301,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo. Já mandei essa mensagem 2 vezes, ninguém respondeu."
713,2026-05-22T11:06:00,Instaviagem,instagram_dm,96,Reclamação: o atendimento de vocês no WhatsApp é PÉSSIMO. Mandei mensagem 4 vezes ontem e ninguém respondeu. Cliente Gold desde 2018.
714,2026-02-05T22:14:00,BeFly Conecta,instagram_dm,207,"Olá! Queria fazer uma viagem solo pra Chile pra esquiar em julho, primeira vez fora do Brasil. Tô meio perdido, vocês ajudam com seguro, hospedagem, transfer? Budget ~12k. Cliente desde 2019, espero atendimento à altura."
715,2026-03-07T20:41:00,BeFly Travel,whatsapp,494,Vocês operam viagens corporativas com NDC da Latam? Estamos avaliando trocar de TMC.
716,2026-06-18T12:53:00,Vai Voando,email,429,"Mudei de empresa, agora sou da Acme. Como atualizo o contrato corporativo BeFly Conecta no meu CPF? Por favor responder no whatsapp 11 9XXXX-XXXX."
717,2026-05-22T17:57:00,Vai Voando,whatsapp,143,"Minha esposa precisa de cadeira de rodas no aeroporto. Como solicitamos? Voo BF4499 GRU→FOR, próxima sexta."
718,2026-05-01T09:31:00,BeFly Conecta,telefone,386,"Tem voucher de R$ 500 que vocês me deram em jul/2025 que ainda não usei. Validade era 12 meses, expira semana que vem. Posso usar pra qualquer destino?"
719,2026-05-11T13:56:00,Vai Voando,email,148,"Bom dia. Preciso de um relatório consolidado dos gastos com viagens corporativas da nossa empresa (Tech XYZ) do último trimestre. Pode ser por e-mail. Estou muito chateado, espero solução."
720,2026-05-21T10:08:00,BeFly,email,358,"Tem mais detalhes do pacote 'Caminhos além do imaginável' de vocês? Vi no Instagram. Cliente desde 2019, espero atendimento à altura."
721,2026-03-07T12:00:00,BeFly,whatsapp,36,"Reclamação séria: o hotel que vocês reservaram pra mim em Gramado estava em obras, não dormi a noite toda. Quero compensação. Já mandei essa mensagem 2 vezes, ninguém respondeu."
722,2026-05-04T10:31:00,Belvitur,chat_site,365,"Bom dia! Sou da agência Instaviagem, parceira de vocês. Cliente meu pediu Punta del Este Carnaval, 4 noites, 2 adultos. Faz um orçamento por favor? Já mandei essa mensagem 2 vezes, ninguém respondeu."
723,2026-01-31T04:55:00,BeFly Conecta,instagram_dm,325,Comprei seguro viagem mas perdi o número da apólice. Pode me reenviar? Email cadastrado: maria.silva@empresa.com.br
724,2026-05-22T00:19:00,BeFly Travel,chat_site,405,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k."
725,2026-03-14T19:31:00,BeFly Travel,chat_site,180,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k."
726,2026-01-27T02:36:00,BeFly Conecta,email,343,"Oi, sou agente de uma franquia BeFly Travel em POA. Pode me ajudar com a comissão sobre o booking BF55-2026?"
727,2026-05-05T03:17:00,BeFly,email,258,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard. Estou muito chateado, espero solução."
728,2026-05-02T13:42:00,BeFly,email,110,"Oi! Tô pensando em levar minha família pra Cancún em janeiro. Somos 4 (eu, esposa, 2 filhos de 8 e 12). Queria all inclusive perto da praia, mas não muito caro. Já viajamos com vocês ano passado pra Punta Cana e adoramos. Pode ser entre 10 e 20 de janeiro. Precisamos sair de Curitiba, se possível direto."
729,2026-05-23T22:37:00,Belvitur,telefone,430,"Reclamação séria: o hotel que vocês reservaram pra mim em Gramado estava em obras, não dormi a noite toda. Quero compensação."
730,2026-04-02T03:01:00,BeFly,whatsapp,18,"Oi! Sou viajante Diamond, 12 anos de casa. Tô bem incomodada porque na minha última viagem fiquei mais de 6h num aeroporto e ninguém me ofereceu lounge nem reacomodação. Espero solução à altura do meu tier. Por favor responder no whatsapp 11 9XXXX-XXXX."
731,2026-06-19T08:20:00,BeFly Conecta,chat_site,68,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k."
732,2026-05-09T02:50:00,BeFly Travel,chat_site,365,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda?"
733,2026-04-21T02:37:00,Belvitur,whatsapp,110,Bom dia. Preciso de um relatório consolidado dos gastos com viagens corporativas da nossa empresa (Tech XYZ) do último trimestre. Pode ser por e-mail.
734,2026-05-04T01:31:00,BeFly Conecta,chat_site,41,"Estou tentando emitir uma nota fiscal do meu pacote pra Maceió mas o sistema dá erro. Localizador BF44ZZ1. Empresa: Tech Ltda CNPJ 12.345.678/0001-99. Estou muito chateado, espero solução."
735,2026-01-14T03:21:00,BeFly,instagram_dm,112,"Posso parcelar minha viagem em 12x sem juros se eu fechar hoje? Já mandei essa mensagem 2 vezes, ninguém respondeu."
736,2026-05-20T01:54:00,BeFly,whatsapp,31,"Oi! Tô pensando em levar minha família pra Cancún em janeiro. Somos 4 (eu, esposa, 2 filhos de 8 e 12). Queria all inclusive perto da praia, mas não muito caro. Já viajamos com vocês ano passado pra Punta Cana e adoramos. Pode ser entre 10 e 20 de janeiro. Precisamos sair de Curitiba, se possível direto."
737,2026-04-19T10:31:00,Belvitur,whatsapp,424,Promo de Black Friday pra Disney funciona pra viagem em 2027 ou só esse ano?
738,2026-02-23T13:09:00,BeFly Conecta,whatsapp,170,"Pré aprovado um pacote pra Maldivas, 7 noites, all inclusive, lua de mel. Casal 30s, saindo SP. Limite 60k total. Datas: out/nov 2026. Por favor responder no whatsapp 11 9XXXX-XXXX."
739,2026-02-09T15:50:00,BeFly Conecta,chat_site,145,"Voo BF2200 atrasou 4 horas ontem (GRU→REC), perdi conexão pra Fernando de Noronha. Companhia paga reacomodação?"
740,2026-01-06T13:12:00,BeFly,whatsapp,416,"Reclamação séria: o hotel que vocês reservaram pra mim em Gramado estava em obras, não dormi a noite toda. Quero compensação."
741,2026-01-12T11:29:00,Instaviagem,whatsapp,46,"Sou da imprensa, gostaria de uma entrevista com o CEO sobre os planos da BeFly após a aquisição da Queensberry. Estou muito chateado, espero solução."
742,2026-04-04T05:20:00,Instaviagem,email,342,"Vocês têm seguro viagem que cobre esportes radicais? Vou pra NZ fazer bungee jump. Cliente desde 2019, espero atendimento à altura."
743,2026-04-07T18:19:00,BeFly Travel,presencial,37,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo."
744,2026-01-25T08:19:00,BeFly Travel,instagram_dm,451,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda?"
745,2026-02-04T17:20:00,BeFly Travel,whatsapp,207,Voo BF5500 hoje cedo: o piloto fez pouso de emergência em Brasília. Estamos sentados há 3h no aeroporto sem informação. Por favor avisem nossas famílias e nos digam o que fazer.
746,2026-01-14T22:00:00,Flytour,email,225,"Boa tarde, peço orçamento de Réveillon em Búzios, 4 noites, casal, hotel de praia 4 estrelas, com transfer. Total ideal até 8k. Por favor responder no whatsapp 11 9XXXX-XXXX."
747,2026-05-21T18:40:00,BeFly,email,360,Posso usar pontos da Gol pra pagar pacote BeFly? Por favor responder no whatsapp 11 9XXXX-XXXX.
748,2026-01-05T04:06:00,Vai Voando,telefone,369,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard."
749,2026-03-18T01:53:00,BeFly,chat_site,370,"Bom dia, gostaria de remarcar a minha passagem do dia 15/07 para o dia 22/07, mesmo voo se possível. Localizador BF89X12. Por favor responder no whatsapp 11 9XXXX-XXXX."
750,2026-02-18T00:31:00,BeFly Conecta,email,290,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k."
751,2026-02-25T15:49:00,BeFly,telefone,354,"Tem mais detalhes do pacote 'Caminhos além do imaginável' de vocês? Vi no Instagram. Estou muito chateado, espero solução."
752,2026-01-06T08:23:00,Belvitur,email,53,"Quero alterar a refeição especial do meu voo pra vegana. BF9988, embarque dia 03/08."
753,2026-03-08T05:48:00,Belvitur,email,43,"Oi, comprei seguro viagem pra Europa e estou doente em Roma. Como aciono o atendimento médico? Por favor responder no whatsapp 11 9XXXX-XXXX."
754,2026-03-28T16:44:00,Vai Voando,presencial,436,"Oi, comprei seguro viagem pra Europa e estou doente em Roma. Como aciono o atendimento médico?"
755,2026-02-15T17:40:00,BeFly Conecta,whatsapp,129,Vocês operam viagens corporativas com NDC da Latam? Estamos avaliando trocar de TMC.
756,2026-05-10T06:58:00,BeFly,chat_site,266,"Quero migrar minha conta de Silver pra Gold, quantos voos faltam? Por favor responder no whatsapp 11 9XXXX-XXXX."
757,2026-05-13T02:46:00,BeFly Travel,chat_site,431,Cancelaram nosso voo de volta de Maceió. Estamos com 2 crianças pequenas e mais R$ 0 no cartão. O que vocês fazem?
758,2026-01-21T05:31:00,BeFly,email,195,"Cancelaram nosso voo de volta de Maceió. Estamos com 2 crianças pequenas e mais R$ 0 no cartão. O que vocês fazem? Aguardo retorno, obrigado!"
759,2026-03-26T09:59:00,Belvitur,whatsapp,294,"Bom dia, gostaria de remarcar a minha passagem do dia 15/07 para o dia 22/07, mesmo voo se possível. Localizador BF89X12. Aguardo retorno, obrigado!"
760,2026-06-06T06:55:00,BeFly Travel,email,454,Quero comprar miles pra completar resgate. Como faço?
761,2026-04-27T09:52:00,Vai Voando,whatsapp,105,"Pré aprovado um pacote pra Maldivas, 7 noites, all inclusive, lua de mel. Casal 30s, saindo SP. Limite 60k total. Datas: out/nov 2026."
762,2026-01-18T20:25:00,BeFly Conecta,whatsapp,103,"Quero alterar a refeição especial do meu voo pra vegana. BF9988, embarque dia 03/08. Aguardo retorno, obrigado!"
763,2026-04-17T14:15:00,Vai Voando,telefone,468,Promo de Black Friday pra Disney funciona pra viagem em 2027 ou só esse ano?
764,2026-04-14T19:04:00,Flytour,whatsapp,241,Promo de Black Friday pra Disney funciona pra viagem em 2027 ou só esse ano?
765,2026-05-03T11:55:00,Vai Voando,presencial,368,"Boa tarde, peço orçamento de Réveillon em Búzios, 4 noites, casal, hotel de praia 4 estrelas, com transfer. Total ideal até 8k."
766,2026-06-10T07:30:00,BeFly Travel,whatsapp,466,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda?"
767,2026-01-12T10:07:00,Flytour,telefone,456,Vocês ainda mantêm parceria com a Smiles? Quero usar pontos pra Madrid.
768,2026-05-24T11:03:00,Flytour,whatsapp,379,"Estou tentando emitir uma nota fiscal do meu pacote pra Maceió mas o sistema dá erro. Localizador BF44ZZ1. Empresa: Tech Ltda CNPJ 12.345.678/0001-99. Já mandei essa mensagem 2 vezes, ninguém respondeu."
769,2026-02-14T04:01:00,BeFly,presencial,411,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k."
770,2026-03-15T04:17:00,BeFly,instagram_dm,113,"Oi! Tô pensando em levar minha família pra Cancún em janeiro. Somos 4 (eu, esposa, 2 filhos de 8 e 12). Queria all inclusive perto da praia, mas não muito caro. Já viajamos com vocês ano passado pra Punta Cana e adoramos. Pode ser entre 10 e 20 de janeiro. Precisamos sair de Curitiba, se possível direto. Aguardo retorno, obrigado!"
771,2026-06-19T08:46:00,BeFly Conecta,email,212,Posso usar pontos da Gol pra pagar pacote BeFly?
772,2026-01-04T07:36:00,BeFly Travel,instagram_dm,389,"URGENTE: passageiro nosso (CEO) está retido em Lisboa, voo de retorno cancelado por greve. Precisamos de remarcação imediata para BR-GRU hoje. Custo não é problema. Booking BF11X44. Cliente desde 2019, espero atendimento à altura."
773,2026-05-27T22:07:00,BeFly Conecta,email,166,Voo BF5500 hoje cedo: o piloto fez pouso de emergência em Brasília. Estamos sentados há 3h no aeroporto sem informação. Por favor avisem nossas famílias e nos digam o que fazer. Por favor responder no whatsapp 11 9XXXX-XXXX.
774,2026-06-11T23:00:00,BeFly Travel,chat_site,37,Vocês operam viagens corporativas com NDC da Latam? Estamos avaliando trocar de TMC.
775,2026-05-30T12:32:00,BeFly,email,314,"Bom dia, gostaria de remarcar a minha passagem do dia 15/07 para o dia 22/07, mesmo voo se possível. Localizador BF89X12."
776,2026-04-08T20:21:00,BeFly,whatsapp,280,"Oi! Quero programa pra solteiros em julho, algum destino bom pra conhecer gente nova. 28 anos, profissional. Budget ~10k."
777,2026-05-03T02:20:00,BeFly,telefone,13,"Quem é o gerente de conta da Acme Corp? Preciso falar com ele urgente sobre os SLAs do contrato. Cliente desde 2019, espero atendimento à altura."
778,2026-05-28T17:43:00,Belvitur,whatsapp,363,"Oi, sou agente de uma franquia BeFly Travel em POA. Pode me ajudar com a comissão sobre o booking BF55-2026?"
779,2026-05-03T06:49:00,BeFly Travel,whatsapp,500,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda?"
780,2026-03-06T04:13:00,Flytour,whatsapp,123,"Quero cancelar a viagem que comprei semana passada pra Salvador. Mudaram o feriado da empresa. Preciso de reembolso integral, é dentro do prazo de 7 dias."
781,2026-02-25T02:37:00,BeFly Travel,whatsapp,253,"Vocês operam viagens corporativas com NDC da Latam? Estamos avaliando trocar de TMC. Estou muito chateado, espero solução."
782,2026-03-02T22:59:00,Belvitur,whatsapp,39,"Oi! Quero programa pra solteiros em julho, algum destino bom pra conhecer gente nova. 28 anos, profissional. Budget ~10k."
783,2026-02-08T22:27:00,BeFly Conecta,email,209,"URGENTE: cheguei no aeroporto e o voo está cancelado. Ninguém me atende no balcão. Voo BF1234 GIG→GRU. O que eu faço?? Já mandei essa mensagem 2 vezes, ninguém respondeu."
784,2026-02-08T09:06:00,Vai Voando,telefone,408,Quem é o gerente de conta da Acme Corp? Preciso falar com ele urgente sobre os SLAs do contrato.
785,2026-06-02T09:43:00,BeFly,telefone,344,"Quero cancelar a viagem que comprei semana passada pra Salvador. Mudaram o feriado da empresa. Preciso de reembolso integral, é dentro do prazo de 7 dias."
786,2026-05-26T20:10:00,Vai Voando,whatsapp,483,"Pacote pra esquiar nos Andes Argentinos, fim de agosto, 2 adultos + 1 criança 10 anos. Saída de Floripa preferencialmente. Cliente desde 2019, espero atendimento à altura."
787,2026-05-09T14:42:00,BeFly,telefone,434,"Vocês têm pacote feito pra advogados (curso de pós em Boston, agosto)? Preciso de hospedagem perto de Harvard."
788,2026-01-18T05:49:00,BeFly,whatsapp,485,"Quero alterar a refeição especial do meu voo pra vegana. BF9988, embarque dia 03/08. Cliente desde 2019, espero atendimento à altura."
789,2026-03-28T03:56:00,Belvitur,chat_site,385,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda?"
790,2026-01-03T09:29:00,BeFly Travel,whatsapp,119,"Tem voucher de R$ 500 que vocês me deram em jul/2025 que ainda não usei. Validade era 12 meses, expira semana que vem. Posso usar pra qualquer destino? Por favor responder no whatsapp 11 9XXXX-XXXX."
791,2026-06-17T15:29:00,Belvitur,whatsapp,395,Quero comprar miles pra completar resgate. Como faço?
792,2026-05-25T15:39:00,BeFly,whatsapp,19,"Posso usar pontos da Gol pra pagar pacote BeFly? Estou muito chateado, espero solução."
793,2026-03-03T08:10:00,BeFly Travel,email,495,"Cliente da agência Vai Voando aqui, preciso de uma cotação para 30 colaboradores irem pra uma convenção em Foz em novembro. Inclui transfer, hotel 4 estrelas, e jantar de gala. Posso mandar a planilha?"
794,2026-01-10T17:19:00,BeFly Conecta,email,481,"Pré aprovado um pacote pra Maldivas, 7 noites, all inclusive, lua de mel. Casal 30s, saindo SP. Limite 60k total. Datas: out/nov 2026. Já mandei essa mensagem 2 vezes, ninguém respondeu."
795,2026-04-05T10:47:00,Flytour,instagram_dm,46,"Minha esposa precisa de cadeira de rodas no aeroporto. Como solicitamos? Voo BF4499 GRU→FOR, próxima sexta."
796,2026-05-18T10:57:00,Vai Voando,whatsapp,134,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda? Estou muito chateado, espero solução."
797,2026-02-02T02:10:00,BeFly Conecta,email,86,Cancelaram nosso voo de volta de Maceió. Estamos com 2 crianças pequenas e mais R$ 0 no cartão. O que vocês fazem?
798,2026-02-21T18:09:00,Belvitur,whatsapp,132,BeFly Conecta funciona com integração SAP Concur? Pergunto pra trazer pra nossa companhia.
799,2026-04-27T17:10:00,BeFly,instagram_dm,330,"Bom dia, gostaria de remarcar a minha passagem do dia 15/07 para o dia 22/07, mesmo voo se possível. Localizador BF89X12. Por favor responder no whatsapp 11 9XXXX-XXXX."
800,2026-04-30T10:36:00,BeFly,whatsapp,201,"Aniversário de 40 anos da minha mãe, surpresa, em Buenos Aires. 2 noites, 4 adultos. Hotel central, jantar de gala. Budget total 18k."
801,2026-04-08T12:24:00,BeFly,whatsapp,73,"Reclamação: o atendimento de vocês no WhatsApp é PÉSSIMO. Mandei mensagem 4 vezes ontem e ninguém respondeu. Cliente Gold desde 2018. Aguardo retorno, obrigado!"
802,2026-04-29T00:54:00,Instaviagem,telefone,141,"Bom dia! Sou da agência Instaviagem, parceira de vocês. Cliente meu pediu Punta del Este Carnaval, 4 noites, 2 adultos. Faz um orçamento por favor? Cliente desde 2019, espero atendimento à altura."
803,2026-06-13T19:42:00,BeFly,whatsapp,210,Posso usar pontos da Gol pra pagar pacote BeFly?
804,2026-03-22T23:55:00,Queensberry,chat_site,441,BeFly Conecta funciona com integração SAP Concur? Pergunto pra trazer pra nossa companhia.
805,2026-01-06T14:07:00,BeFly Travel,telefone,55,"Pré aprovado um pacote pra Maldivas, 7 noites, all inclusive, lua de mel. Casal 30s, saindo SP. Limite 60k total. Datas: out/nov 2026. Por favor responder no whatsapp 11 9XXXX-XXXX."
806,2026-05-03T02:25:00,BeFly Travel,email,433,"Tem promoção pra Europa pra setembro? Queria conhecer Itália + Grécia. 2 adultos. Flexível em datas, max ~25k."
807,2026-01-29T18:28:00,Belvitur,telefone,160,"Minha bagagem sumiu no voo BF7700 ontem. Cheguei em Recife e a mala não veio. Já fui no balcão e abri o RIR mas precisava de ajuda pra rastrear. Aguardo retorno, obrigado!"
808,2026-01-27T03:39:00,BeFly Travel,chat_site,30,"Quero migrar minha conta de Silver pra Gold, quantos voos faltam? Aguardo retorno, obrigado!"
809,2026-04-14T16:41:00,BeFly Conecta,whatsapp,152,"Tô vendo no site valores diferentes pra mesmo voo dependendo do horário. Tem alguma forma de garantir o melhor preço? Aguardo retorno, obrigado!"
810,2026-03-06T16:38:00,BeFly Travel,telefone,71,"Oi! Tô pensando em levar minha família pra Cancún em janeiro. Somos 4 (eu, esposa, 2 filhos de 8 e 12). Queria all inclusive perto da praia, mas não muito caro. Já viajamos com vocês ano passado pra Punta Cana e adoramos. Pode ser entre 10 e 20 de janeiro. Precisamos sair de Curitiba, se possível direto. Por favor responder no whatsapp 11 9XXXX-XXXX."
811,2026-02-15T19:27:00,BeFly Travel,whatsapp,340,Posso parcelar minha viagem em 12x sem juros se eu fechar hoje?
812,2026-06-15T12:31:00,Belvitur,whatsapp,195,Comprei seguro viagem mas perdi o número da apólice. Pode me reenviar? Email cadastrado: maria.silva@empresa.com.br
813,2026-06-11T09:42:00,BeFly,whatsapp,188,"Tem voucher de R$ 500 que vocês me deram em jul/2025 que ainda não usei. Validade era 12 meses, expira semana que vem. Posso usar pra qualquer destino? Por favor responder no whatsapp 11 9XXXX-XXXX."
814,2026-03-27T21:16:00,BeFly,whatsapp,51,Olá. Sou cliente da Belvitur Corporate. Posso usar meus pontos pra pagar parte de uma viagem de lazer?
815,2026-02-12T17:54:00,BeFly,email,250,"Quero migrar minha conta de Silver pra Gold, quantos voos faltam? Estou muito chateado, espero solução."
816,2026-05-10T12:41:00,BeFly Travel,email,249,"Comprei seguro viagem mas perdi o número da apólice. Pode me reenviar? Email cadastrado: maria.silva@empresa.com.br Já mandei essa mensagem 2 vezes, ninguém respondeu."
817,2026-06-15T15:10:00,BeFly,email,61,"Mudei de empresa, agora sou da Acme. Como atualizo o contrato corporativo BeFly Conecta no meu CPF?"
818,2026-03-22T19:30:00,BeFly Travel,instagram_dm,285,"Minha bagagem sumiu no voo BF7700 ontem. Cheguei em Recife e a mala não veio. Já fui no balcão e abri o RIR mas precisava de ajuda pra rastrear. Estou muito chateado, espero solução."
819,2026-03-30T02:28:00,Flytour,email,446,"Olá, vocês têm pacote para Bariloche em julho? Lua de mel, 2 adultos. Orçamento até 18 mil reais total. Saindo de São Paulo. Por favor responder no whatsapp 11 9XXXX-XXXX."
820,2026-04-06T13:03:00,BeFly,email,262,"Tô vendo no site valores diferentes pra mesmo voo dependendo do horário. Tem alguma forma de garantir o melhor preço? Cliente desde 2019, espero atendimento à altura."
821,2026-03-28T21:34:00,BeFly,instagram_dm,236,"Cliente da agência Vai Voando aqui, preciso de uma cotação para 30 colaboradores irem pra uma convenção em Foz em novembro. Inclui transfer, hotel 4 estrelas, e jantar de gala. Posso mandar a planilha? Aguardo retorno, obrigado!"
822,2026-04-25T20:52:00,BeFly Travel,whatsapp,340,"Quero comprar pacote Cancun all inclusive saindo de POA, sou Diamond. Que tarifa eu tenho disponível? Cliente desde 2019, espero atendimento à altura."
823,2026-03-29T16:03:00,BeFly,email,322,"Posso parcelar minha viagem em 12x sem juros se eu fechar hoje? Cliente desde 2019, espero atendimento à altura."
824,2026-06-14T07:48:00,BeFly,email,380,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda?"
825,2026-02-12T14:44:00,Belvitur,telefone,72,URGENTE: cheguei no aeroporto e o voo está cancelado. Ninguém me atende no balcão. Voo BF1234 GIG→GRU. O que eu faço??
826,2026-05-27T07:08:00,Vai Voando,whatsapp,22,"Tô em Tóquio, perdi o passaporte. O seguro de vocês ajuda? Cliente desde 2019, espero atendimento à altura."
827,2026-04-29T11:28:00,BeFly,whatsapp,307,Posso parcelar minha viagem em 12x sem juros se eu fechar hoje?
828,2026-01-15T22:07:00,BeFly Travel,chat_site,147,"Pré aprovado um pacote pra Maldivas, 7 noites, all inclusive, lua de mel. Casal 30s, saindo SP. Limite 60k total. Datas: out/nov 2026."
829,2026-06-02T18:48:00,BeFly,telefone,299,Promo de Black Friday pra Disney funciona pra viagem em 2027 ou só esse ano?
830,2026-03-15T04:19:00,BeFly,whatsapp,185,Minha bagagem sumiu no voo BF7700 ontem. Cheguei em Recife e a mala não veio. Já fui no balcão e abri o RIR mas precisava de ajuda pra rastrear.
831,2026-03-10T00:46:00,BeFly Conecta,instagram_dm,252,"Mudei de empresa, agora sou da Acme. Como atualizo o contrato corporativo BeFly Conecta no meu CPF? Cliente desde 2019, espero atendimento à altura."
832,2026-04-24T02:09:00,Vai Voando,whatsapp,241,"Pacote pra esquiar nos Andes Argentinos, fim de agosto, 2 adultos + 1 criança 10 anos. Saída de Floripa preferencialmente."
833,2026-02-19T07:55:00,BeFly,instagram_dm,165,"Minha bagagem sumiu no voo BF7700 ontem. Cheguei em Recife e a mala não veio. Já fui no balcão e abri o RIR mas precisava de ajuda pra rastrear. Cliente desde 2019, espero atendimento à altura."
834,2026-03-04T11:18:00,BeFly Travel,telefone,292,URGENTE: cheguei no aeroporto e o voo está cancelado. Ninguém me atende no balcão. Voo BF1234 GIG→GRU. O que eu faço??
835,2026-02-13T09:43:00,Belvitur,whatsapp,312,Posso parcelar minha viagem em 12x sem juros se eu fechar hoje?
836,2026-03-28T11:35:00,BeFly Conecta,telefone,71,"URGENTE: passageiro nosso (CEO) está retido em Lisboa, voo de retorno cancelado por greve. Precisamos de remarcação imediata para BR-GRU hoje. Custo não é problema. Booking BF11X44."
837,2026-02-19T20:38:00,Instaviagem,whatsapp,71,"URGENTE: passageiro nosso (CEO) está retido em Lisboa, voo de retorno cancelado por greve. Precisamos de remarcação imediata para BR-GRU hoje. Custo não é problema. Booking BF11X44. Aguardo retorno, obrigado!"
838,2026-06-11T09:17:00,Belvitur,whatsapp,217,"Voo BF2200 atrasou 4 horas ontem (GRU→REC), perdi conexão pra Fernando de Noronha. Companhia paga reacomodação? Estou muito chateado, espero solução."
839,2026-05-24T19:37:00,BeFly Travel,chat_site,339,"Boa tarde, peço orçamento de Réveillon em Búzios, 4 noites, casal, hotel de praia 4 estrelas, com transfer. Total ideal até 8k. Cliente desde 2019, espero atendimento à altura."
840,2026-05-16T12:39:00,BeFly,instagram_dm,209,Estou tentando emitir uma nota fiscal do meu pacote pra Maceió mas o sistema dá erro. Localizador BF44ZZ1. Empresa: Tech Ltda CNPJ 12.345.678/0001-99.
841,2026-01-04T04:29:00,Vai Voando,whatsapp,386,"Vocês operam viagens corporativas com NDC da Latam? Estamos avaliando trocar de TMC. Aguardo retorno, obrigado!"
842,2026-03-18T11:23:00,BeFly,whatsapp,154,"Oi, sou agente de uma franquia BeFly Travel em POA. Pode me ajudar com a comissão sobre o booking BF55-2026?"
843,2026-04-04T08:28:00,BeFly Conecta,email,256,"Quero migrar minha conta de Silver pra Gold, quantos voos faltam?"
844,2026-05-04T18:09:00,Belvitur,chat_site,493,"Quero migrar minha conta de Silver pra Gold, quantos voos faltam?"
845,2026-04-18T19:18:00,Vai Voando,email,93,"Bom dia! Sou da agência Instaviagem, parceira de vocês. Cliente meu pediu Punta del Este Carnaval, 4 noites, 2 adultos. Faz um orçamento por favor? Aguardo retorno, obrigado!"
846,2026-04-28T03:23:00,BeFly,whatsapp,269,BeFly Conecta funciona com integração SAP Concur? Pergunto pra trazer pra nossa companhia.
847,2026-01-14T08:47:00,Flytour,whatsapp,350,"URGENTE: passageiro nosso (CEO) está retido em Lisboa, voo de retorno cancelado por greve. Precisamos de remarcação imediata para BR-GRU hoje. Custo não é problema. Booking BF11X44."
848,2026-05-26T13:29:00,Vai Voando,email,175,"Mudei de empresa, agora sou da Acme. Como atualizo o contrato corporativo BeFly Conecta no meu CPF? Estou muito chateado, espero solução."
